"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
7227800040,"20140604T000000",190000,5,2,1750,10284,1,0,0,4,5,1750,0,1943,0,98056,47.5094,-122.182,1560,9010
1020069042,"20141001T000000",858000,4,3.5,4370,422967,1,0,2,4,10,2580,1790,1978,0,98022,47.2332,-122.029,3260,422967
3213200245,"20150115T000000",435500,1,1.75,1020,4512,1,0,0,3,7,770,250,1937,0,98115,47.6724,-122.266,1230,5029
455000760,"20150311T000000",685000,3,2,2500,6733,1,0,0,3,8,1770,730,1979,0,98107,47.6691,-122.36,1770,6343
4140090110,"20140912T000000",512500,4,2.25,2200,6900,2,0,0,4,8,2200,0,1975,0,98028,47.7682,-122.261,2400,6900
6072500490,"20140801T000000",423800,3,2.5,1940,7415,2,0,0,3,8,1940,0,1965,0,98006,47.542,-122.176,1940,8425
6705120100,"20150504T000000",460000,3,2.25,1453,2225,2,0,0,4,8,1453,0,1986,0,98006,47.5429,-122.188,1860,2526
3764390100,"20140722T000000",434000,3,2.75,1830,3200,2,0,0,3,8,1830,0,1991,0,98034,47.7155,-122.218,2030,3331
2988800011,"20150414T000000",244000,3,1,2000,15900,1,0,0,3,6,1000,1000,1948,0,98178,47.4816,-122.233,1760,10500
1073100065,"20150217T000000",348125,3,1,1400,8451,1.5,0,0,3,7,1400,0,1953,0,98133,47.7719,-122.337,1590,8433
1136100062,"20140509T000000",585000,4,3.25,2400,29252,2,0,0,4,8,2400,0,1982,0,98072,47.743,-122.131,2280,45000
3356402020,"20140508T000000",230000,3,1,1390,16000,1,0,0,4,6,1390,0,1960,0,98001,47.2898,-122.251,1420,10000
8039900180,"20140805T000000",450000,3,2,1680,11250,1,0,0,4,8,1680,0,1967,0,98045,47.4861,-121.786,1760,12160
6865200981,"20141221T000000",517000,2,1,1140,3750,1,0,0,4,7,1140,0,1925,0,98103,47.6619,-122.343,1660,4000
1236900090,"20140915T000000",4e+05,3,1,1060,12690,1,0,0,3,7,1060,0,1969,0,98033,47.6736,-122.167,1920,10200
9456200405,"20150310T000000",205950,3,1,970,11963,1,0,0,4,6,970,0,1970,0,98198,47.3776,-122.315,1210,11963
2420069220,"20141203T000000",209000,3,1,1320,3954,1.5,0,0,3,6,1320,0,1912,2014,98022,47.202,-121.994,1270,5184
6381501965,"20140612T000000",430000,4,1.75,1890,6000,1,0,0,4,6,1110,780,1947,0,98125,47.7274,-122.305,1560,6356
9191201325,"20150301T000000",534000,4,1.75,2040,2750,1.5,0,0,4,6,1260,780,1926,0,98105,47.6698,-122.3,1940,3750
9547202245,"20140627T000000",735000,4,3,2370,3672,1.5,0,0,5,7,1650,720,1916,0,98115,47.678,-122.311,2140,4182
1924069115,"20150224T000000",873000,3,2.25,2720,54450,2,0,0,3,11,2720,0,1997,0,98027,47.5473,-122.092,3170,60548
8121200970,"20141118T000000",475000,4,2.25,1970,7532,1,0,0,3,8,1390,580,1983,0,98052,47.7219,-122.109,1970,8248
323049176,"20140530T000000",325000,3,1.75,2180,10230,1,0,0,4,7,1090,1090,1961,0,98118,47.5158,-122.281,2130,7200
826079047,"20140814T000000",5e+05,3,2.25,2990,216057,2,0,0,3,9,2990,0,1994,0,98019,47.754,-121.942,2840,215622
8078550610,"20150120T000000",279000,4,2.75,2180,8475,1,0,0,4,7,1330,850,1987,0,98031,47.4045,-122.174,1500,7140
3904930530,"20150414T000000",350000,3,2,1440,5469,1,0,0,3,8,1440,0,1988,0,98029,47.5753,-122.017,1980,6198
8642600090,"20150218T000000",324950,2,1.5,1643,14616,1,0,1,4,7,1643,0,1954,0,98198,47.3973,-122.312,2270,9940
9382200121,"20140718T000000",187300,2,1,1310,7697,1,0,0,3,6,850,460,1950,0,98146,47.4982,-122.348,1270,6410
7375300100,"20141124T000000",4e+05,3,1.5,1510,7642,1,0,0,3,7,1510,0,1959,0,98008,47.5978,-122.116,2180,8357
7974200457,"20150122T000000",935000,5,3,2700,5001,2,0,0,3,10,2700,0,2009,0,98115,47.6811,-122.288,1610,5191
923059206,"20140715T000000",374000,4,1.75,2220,15600,1,0,0,5,7,1140,1080,1963,0,98056,47.492,-122.166,1670,4800
782700150,"20140609T000000",328000,3,1.75,1440,45302,2,0,0,3,7,1440,0,1977,0,98019,47.7078,-121.915,2080,49658
1337800220,"20140908T000000",1003000,4,2.5,2230,3600,2,0,0,5,8,1630,600,1906,0,98112,47.6304,-122.309,2410,4800
3530410081,"20140626T000000",216500,2,1.75,1390,4482,1,0,0,4,8,1390,0,1980,0,98198,47.3785,-122.32,1390,4680
8665000040,"20140730T000000",360000,4,2.5,3200,7282,2,0,0,3,9,3200,0,2007,0,98188,47.4318,-122.286,3030,7290
